year,ActorId,Name,MovieId,Title,genre,Country,gross
2000,595,Heath Ledger,206,The Patriot,Drama,America,99.75
1999,1058,Heather Donahue,707,The Blair Witch Project,#N/A,America,165.5
#N/A,1210,Heather Graham,10,Austin Powers: The Spy Who Shagged Me,Comedy,#N/A,#N/A
#N/A,264,Heather Langenkamp,272,A Nightmare on Elm Street,#N/A,#N/A,#N/A
#N/A,1646,Helen Hunt,101,As Good as It Gets,Romance,#N/A,#N/A
2000,1646,Helen Hunt,365,Cast Away,Romance,America,154.75
1996,1646,Helen Hunt,339,Twister,Drama,Other countries,136
2000,1646,Helen Hunt,722,What Women Want,Romance,America,113.75
2013,54,Helen Mirren,833,Monsters University,Comedy,Other countries,88.25
2010,54,Helen Mirren,282,RED,Comedy,America,73
2010,271,Helena Bonham Carter,266,Alice in Wonderland,#N/A,America,227
2005,271,Helena Bonham Carter,95,Charlie and the Chocolate Factory,Comedy,America,129.25
2005,271,Helena Bonham Carter,191,Corpse Bride,Drama,America,151.75
2012,271,Helena Bonham Carter,33,Dark Shadows,Comedy,America,144.75
#N/A,271,Helena Bonham Carter,268,Planet of the Apes,#N/A,#N/A,#N/A
2007,271,Helena Bonham Carter,811,Sweeney Todd: The Demon Barber of Fleet Street,Drama,America,142.5
2010,271,Helena Bonham Carter,527,The King's Speech,Biography,America,22
2008,352,Henrik Dahl,714,Låt den rätte komma in,Romance,America,80
1936,617,Henry Bergman,89,Modern Times,Comedy,Other countries,82.5
2016,760,Henry Cavill,668,Batman v Superman: Dawn of Justice,#N/A,America,190.75
#N/A,760,Henry Cavill,912,Man of Steel,#N/A,#N/A,#N/A
2015,760,Henry Cavill,608,The Man from U.N.C.L.E.,Comedy,America,20.5
1996,1683,Henry Czerny,692,Mission: Impossible,#N/A,Asia,14.25
#N/A,615,Henry Daniell,375,The Great Dictator,Comedy,#N/A,#N/A
1957,1256,Henry Fonda,588,12 Angry Men,Drama,Other countries,74.75
1968,1256,Henry Fonda,561,C'era una volta il West,#N/A,America,24
1982,1778,Henry Thomas,190,E.T. the Extra-Terrestrial,#N/A,America,152.5
1981,917,Herbert Grönemeyer,333,Das Boot,Drama,Other countries,70.25
#N/A,139,Herbert Knaup,519,Lola rennt,Drama,#N/A,#N/A
#N/A,590,Hilary Swank,330,Insomnia,Drama,#N/A,#N/A
2004,590,Hilary Swank,135,Million Dollar Baby,Sport,Europe,19.25
2007,590,Hilary Swank,388,P.S. I Love You,Romance,America,120.5
1988,768,Hitoshi Takagi,787,Tonari no Totoro,Animation,Asia,32
2004,765,Holly Hunter,505,The Incredibles,Animation,Africa,8.75
#N/A,800,Holmes Osborne,888,Donnie Darko,Drama,#N/A,#N/A
1984,1740,Hoyt Axton,460,Gremlins,Comedy,America,120.5
1981,361,Hubertus Bengsch,333,Das Boot,Drama,Other countries,70.25
2002,1384,Hugh Grant,662,About a Boy,Romance,Other countries,93.75
2001,1384,Hugh Grant,634,Bridget Jones's Diary,Romance,Other countries,104.5
2012,1384,Hugh Grant,362,Cloud Atlas,Drama,America,93.5
2003,1384,Hugh Grant,320,Love Actually,Romance,Asia,38
1999,1384,Hugh Grant,612,Notting Hill,Romance,Other countries,185.75
2015,628,Hugh Jackman,74,Chappie,Drama,America,134.75
2012,628,Hugh Jackman,62,Les Misérables,Drama,America,157.75
2013,628,Hugh Jackman,775,Prisoners,Drama,America,37
2011,628,Hugh Jackman,596,Real Steel,Drama,America,20.25
2001,628,Hugh Jackman,443,Swordfish,#N/A,Asia,24.75
2006,628,Hugh Jackman,390,The Fountain,Drama,America,68.5
#N/A,628,Hugh Jackman,502,The Prestige,Drama,#N/A,#N/A
2013,628,Hugh Jackman,730,The Wolverine,#N/A,Other countries,30.25
2004,628,Hugh Jackman,296,Van Helsing,#N/A,Other countries,77.25
2003,628,Hugh Jackman,424,X2,#N/A,America,35.75
2000,628,Hugh Jackman,763,X-Men,#N/A,America,187.5
2009,628,Hugh Jackman,753,X-Men Origins: Wolverine,#N/A,Asia,35.25
2014,628,Hugh Jackman,854,X-Men: Days of Future Past,#N/A,America,29.5
2006,628,Hugh Jackman,257,X-Men: The Last Stand,#N/A,Other countries,38.5
#N/A,867,Hugh Keays-Byrne,554,Mad Max,#N/A,#N/A,#N/A
2015,843,Hugh Laurie,563,Tomorrowland,#N/A,America,20.75
#N/A,899,Hugo Weaving,866,Captain America: The First Avenger,#N/A,#N/A,#N/A
2012,899,Hugo Weaving,362,Cloud Atlas,Drama,America,93.5
1999,899,Hugo Weaving,547,The Matrix,#N/A,America,30.75
2003,899,Hugo Weaving,337,The Matrix Reloaded,#N/A,Asia,13
#N/A,899,Hugo Weaving,971,The Matrix Revolutions,#N/A,#N/A,#N/A
2005,899,Hugo Weaving,29,V for Vendetta,Drama,Asia,16.5
#N/A,865,Humphrey Bogart,59,Casablanca,Romance,#N/A,#N/A
2003,600,Hye-jeong Kang,580,Oldeuboi,Drama,America,120.25
2001,1464,Iain Glen,440,Lara Croft: Tomb Raider,#N/A,America,65.75
2007,1464,Iain Glen,463,Resident Evil: Extinction,#N/A,America,77
2004,234,Ian Holm,752,Garden State,Romance,Other countries,146
2007,234,Ian Holm,217,Ratatouille,Comedy,America,95.25
1997,234,Ian Holm,830,The Fifth Element,#N/A,America,102.25
2007,470,Ian McKellen,90,Stardust,#N/A,America,124.75
2006,470,Ian McKellen,792,The Da Vinci Code,#N/A,America,121.75
2012,470,Ian McKellen,1,The Hobbit: An Unexpected Journey,#N/A,America,24.5
2014,470,Ian McKellen,625,The Hobbit: The Battle of the Five Armies,#N/A,America,40
2013,470,Ian McKellen,224,The Hobbit: The Desolation of Smaug,#N/A,Asia,16.75
2001,470,Ian McKellen,194,The Lord of the Rings: The Fellowship of the Ring,Drama,America,93
2003,470,Ian McKellen,118,The Lord of the Rings: The Return of the King,Drama,America,133.5
2002,470,Ian McKellen,420,The Lord of the Rings: The Two Towers,Drama,Other countries,183.75
2003,470,Ian McKellen,424,X2,#N/A,America,35.75
2000,470,Ian McKellen,763,X-Men,#N/A,America,187.5
2014,470,Ian McKellen,854,X-Men: Days of Future Past,#N/A,America,29.5
#N/A,778,Ian McNeice,36,Ace Ventura: When Nature Calls,Comedy,#N/A,#N/A
2008,364,Ian McShane,842,Death Race,#N/A,Europe,14.25
2008,364,Ian McShane,720,Kung Fu Panda,Animation,America,131.25
2011,364,Ian McShane,409,Pirates of the Caribbean: On Stranger Tides,#N/A,America,105.25
2012,451,Ice Cube,263,21 Jump Street,Comedy,America,16.5
2014,451,Ice Cube,574,22 Jump Street,Comedy,Other countries,108.75
2013,1706,Idina Menzel,277,Frozen,Comedy,America,155.25
2013,1652,Idris Elba,868,Pacific Rim,#N/A,America,49.75
2008,1652,Idris Elba,683,RocknRolla,#N/A,Asia,102.75
2016,1652,Idris Elba,544,The Jungle Book,Drama,America,51
2016,1652,Idris Elba,613,Zootopia,Comedy,America,20.75
#N/A,1787,Iko Uwais,392,Serbuan maut,#N/A,#N/A,#N/A
#N/A,340,Ingrid Bergman,59,Casablanca,Romance,#N/A,#N/A
2007,399,Ioan Gruffudd,115,4: Rise of the Silver Surfer,#N/A,America,168.25
2005,399,Ioan Gruffudd,818,Fantastic Four,#N/A,Other countries,147.5
2012,34,Irrfan Khan,104,Life of Pi,Drama,Asia,7
2012,34,Irrfan Khan,9,The Amazing Spider-Man,Sci-Fi,Asia,21.25
1988,426,Isa Danieli,860,Nuovo Cinema Paradiso,Drama,America,124.25
1999,944,Isaac Hayes,655,"South Park: Bigger, Longer & Uncut",Comedy,America,163.25
#N/A,543,Isabella Rossellini,521,Blue Velvet,Drama,#N/A,#N/A
2009,1475,Isabelle Fuhrman,855,Orphan,#N/A,Other countries,207.5
2011,525,Isla Fisher,187,Rango,Comedy,America,68
2006,787,Ivana Baquero,343,El laberinto del fauno,Drama,America,138.25
1995,1746,Izabella Scorupco,260,GoldenEye,#N/A,Other countries,115
2016,696,J.K. Simmons,295,La La Land,Music,America,146.5
2016,696,J.K. Simmons,921,The Accountant,Drama,America,109
2014,696,J.K. Simmons,198,Whiplash,Music,America,58.5
1971,883,Jack Albertson,984,Willy Wonka & the Chocolate Factory,#N/A,America,211.75
2005,463,Jack Black,643,King Kong,Drama,America,90.5
2008,463,Jack Black,720,Kung Fu Panda,Animation,America,131.25
#N/A,463,Jack Black,597,Kung Fu Panda 2,Animation,#N/A,#N/A
2006,463,Jack Black,661,The Holiday,Romance,America,50.75
2003,463,Jack Black,609,The School of Rock,Music,Other countries,82
2008,463,Jack Black,539,Tropic Thunder,Comedy,Asia,28.75
2006,1698,Jack Davenport,495,Pirates of the Caribbean: Dead Man's Chest,#N/A,Europe,5.25
#N/A,1781,Jack Hawkins,456,Ben-Hur,Drama,#N/A,#N/A
1962,1781,Jack Hawkins,52,Lawrence of Arabia,Biography,America,97.5
1957,1781,Jack Hawkins,291,The Bridge on the River Kwai,Drama,Other countries,54.25
1959,33,Jack Lemmon,225,Some Like It Hot,Romance,Other countries,150.75
2012,280,Jack McBrayer,255,Wreck-It Ralph,Comedy,Other countries,94.75
#N/A,79,Jack Nicholson,309,A Few Good Men,Drama,#N/A,#N/A
2003,79,Jack Nicholson,893,Anger Management,Comedy,America,55.25
#N/A,79,Jack Nicholson,101,As Good as It Gets,Romance,#N/A,#N/A
1989,79,Jack Nicholson,248,Batman,#N/A,America,142.75
1974,79,Jack Nicholson,740,Chinatown,Drama,Asia,5.5
1996,79,Jack Nicholson,583,Mars Attacks!,Comedy,America,65
1975,79,Jack Nicholson,852,One Flew Over the Cuckoo's Nest,Drama,Asia,32
2007,79,Jack Nicholson,795,The Bucket List,Comedy,America,88
#N/A,79,Jack Nicholson,929,The Departed,Drama,#N/A,#N/A
1980,79,Jack Nicholson,615,The Shining,Drama,America,119
#N/A,1009,Jack Oakie,375,The Great Dictator,Comedy,#N/A,#N/A
2014,1426,Jack Reynor,582,Transformers: Age of Extinction,#N/A,America,31.5
2012,1114,Jacki Weaver,274,Silver Linings Playbook,Romance,Other countries,74.75
#N/A,678,Jackie Chan,597,Kung Fu Panda 2,Animation,#N/A,#N/A
1998,678,Jackie Chan,757,Rush Hour,Comedy,Africa,7
2001,678,Jackie Chan,253,Rush Hour 2,Comedy,America,5
2009,613,Jackie Earle Haley,987,Watchmen,Drama,America,27.5
2004,1189,Jacob Pitts,86,EuroTrip,Comedy,America,34.5
#N/A,563,Jacob Tremblay,147,Room,Drama,#N/A,#N/A
2000,166,Jacob Vargas,904,Traffic,Drama,America,224.5
#N/A,1419,Jada Pinkett Smith,701,Collateral,Drama,#N/A,#N/A
2005,1419,Jada Pinkett Smith,835,Madagascar,Comedy,America,41.5
2008,1419,Jada Pinkett Smith,856,Madagascar: Escape 2 Africa,Comedy,Asia,44.5
2013,1066,Jaden Smith,55,After Earth,Sci-Fi,Other countries,174.75
2006,1066,Jaden Smith,670,The Pursuit of Happyness,Biography,America,98.5
2008,1635,Jae Head,179,Hancock,Drama,Other countries,55.75
2009,1635,Jae Head,809,The Blind Side,Biography,Asia,28.5
2013,1459,Jai Courtney,705,A Good Day to Die Hard,#N/A,America,10.25
2014,1459,Jai Courtney,14,Divergent,#N/A,Other countries,107.5
2015,1459,Jai Courtney,236,Terminator Genisys,#N/A,Asia,67.5
1997,1564,Jake Busey,630,Starship Troopers,#N/A,Other countries,87.5
2005,821,Jake Gyllenhaal,341,Brokeback Mountain,Romance,America,97.75
#N/A,821,Jake Gyllenhaal,888,Donnie Darko,Drama,#N/A,#N/A
2012,821,Jake Gyllenhaal,918,End of Watch,Drama,America,64.5
2005,821,Jake Gyllenhaal,724,Jarhead,Biography,Asia,23.25
2010,821,Jake Gyllenhaal,927,Love & Other Drugs,Romance,Asia,14.5
2014,821,Jake Gyllenhaal,790,Nightcrawler,Drama,Asia,23.75
2016,821,Jake Gyllenhaal,92,Nocturnal Animals,Drama,America,35.75
2010,821,Jake Gyllenhaal,991,Prince of Persia: The Sands of Time,#N/A,America,43
2013,821,Jake Gyllenhaal,775,Prisoners,Drama,America,37
2011,821,Jake Gyllenhaal,247,Source Code,Drama,Other countries,157.5
#N/A,821,Jake Gyllenhaal,943,Southpaw,Sport,#N/A,#N/A
2004,821,Jake Gyllenhaal,126,The Day After Tomorrow,Sci-Fi,America,102.5
2007,821,Jake Gyllenhaal,119,Zodiac,Drama,America,43.5
1999,103,Jake Lloyd,57,Star Wars: Episode I - The Phantom Menace,#N/A,America,95.75
2004,723,Jake Weber,738,Dawn of the Dead,#N/A,America,117.75
#N/A,723,Jake Weber,116,Meet Joe Black,Romance,#N/A,#N/A
#N/A,1027,James Badge Dale,759,Shame,Drama,#N/A,#N/A
2013,1027,James Badge Dale,589,World War Z,#N/A,America,66.75
2009,900,James Caan,915,Cloudy with a Chance of Meatballs,Animation,America,93.75
#N/A,900,James Caan,556,Elf,Comedy,#N/A,#N/A
1990,900,James Caan,832,Misery,Drama,America,80
1972,900,James Caan,413,The Godfather,Drama,Asia,33
#N/A,700,James Cromwell,682,The Artist,Romance,#N/A,#N/A
2003,1499,James D'Arcy,822,Master and Commander: The Far Side of the World,Drama,America,65
#N/A,1566,James Earl Jones,535,The Lion King,Drama,#N/A,#N/A
2010,1468,James Franco,993,127 Hours,Biography,Asia,22.5
2013,1468,James Franco,986,Oz the Great and Powerful,#N/A,America,10.5
2008,1468,James Franco,349,Pineapple Express,Comedy,America,22
2011,1468,James Franco,419,Rise of the Planet of the Apes,Drama,America,73.5
2002,1468,James Franco,886,Spider-Man,#N/A,Other countries,162.5
2004,1468,James Franco,96,Spider-Man 2,Sci-Fi,America,6.75
2014,1468,James Franco,923,The Interview,Comedy,America,18.5
2013,1468,James Franco,13,This Is the End,Comedy,America,114.25
1963,1295,James Garner,947,The Great Escape,Drama,America,37.5
2004,1295,James Garner,139,The Notebook,Romance,America,118.5
2007,840,James Marsden,280,Enchanted,Comedy,America,137.25
2006,840,James Marsden,693,Superman Returns,#N/A,America,34.75
1959,1316,James Mason,245,North by Northwest,#N/A,America,63.75
2007,1332,James McAvoy,870,Atonement,Romance,America,128.25
2016,1332,James McAvoy,848,Split,#N/A,America,214.25
2006,1332,James McAvoy,979,The Last King of Scotland,Biography,Africa,8.5
#N/A,1332,James McAvoy,447,Wanted,#N/A,#N/A,#N/A
2011,1332,James McAvoy,884,X: First Class,#N/A,Asia,68.75
2016,1332,James McAvoy,694,X-Men: Apocalypse,#N/A,Other countries,179.25
2014,1332,James McAvoy,854,X-Men: Days of Future Past,#N/A,America,29.5
2012,1241,James Ransone,200,Sinister,#N/A,Other countries,162.75
1992,242,James Rebhorn,666,Scent of a Woman,Drama,America,79.5
#N/A,242,James Rebhorn,304,The Game,Drama,#N/A,#N/A
1994,275,James Spader,386,Stargate,#N/A,America,168.5
1946,888,James Stewart,325,It's a Wonderful Life,Drama,America,97.75
1954,888,James Stewart,156,Rear Window,#N/A,America,84
1958,888,James Stewart,84,Vertigo,Romance,America,60
1995,315,James Woods,545,Casino,Drama,America,137
1997,315,James Woods,808,Hercules,Comedy,America,83.75
1984,315,James Woods,357,Once Upon a Time in America,Drama,America,42.75
1996,303,Jami Gertz,339,Twister,Drama,Other countries,136
2008,916,Jamie Bell,706,Jumper,#N/A,Other countries,34.5
2013,916,Jamie Bell,742,Snowpiercer,Drama,Asia,20.75
2011,916,Jamie Bell,697,The Adventures of Tintin,Animation,America,21.25
2014,236,Jamie Chung,635,Big Hero 6,Animation,America,73.75
2015,1445,Jamie Dornan,442,Fifty Shades of Grey,Romance,America,82
#N/A,1727,Jamie Foxx,701,Collateral,Drama,#N/A,#N/A
2012,1727,Jamie Foxx,780,Django Unchained,Drama,America,138.5
2010,1727,Jamie Foxx,606,Due Date,Comedy,America,117.5
2005,1727,Jamie Foxx,724,Jarhead,Biography,Asia,23.25
2009,1727,Jamie Foxx,137,Law Abiding Citizen,Drama,Other countries,82
2014,1727,Jamie Foxx,246,The Amazing Spider-Man 2,#N/A,Europe,8.5
2013,1727,Jamie Foxx,901,White House Down,Drama,America,153.25
1978,1800,Jamie Lee Curtis,428,Halloween,#N/A,Other countries,132.5
#N/A,1800,Jamie Lee Curtis,448,True Lies,Comedy,#N/A,#N/A
2016,877,Jane Levy,352,Don't Breathe,#N/A,America,119.25
2012,1162,Jane Lynch,255,Wreck-It Ralph,Comedy,Other countries,94.75
2016,1178,Janelle Monáe,767,Hidden Figures,Biography,America,115.5
1960,1025,Janet Leigh,185,Psycho,#N/A,Other countries,68.25
2016,1650,Janet McTeer,785,Me Before You,Romance,Asia,89
2012,1650,Janet McTeer,659,The Woman in Black,Drama,America,166
2011,649,January Jones,387,Unknown,#N/A,Other countries,49.25
2012,130,Jared Gilman,254,Moonrise Kingdom,Comedy,America,73.5
2011,929,Jared Harris,44,Sherlock Holmes: A Game of Shadows,#N/A,Asia,16.5
2013,1481,Jared Leto,432,Dallas Buyers Club,Biography,America,172
2005,1481,Jared Leto,600,Lord of War,Drama,America,89.5
#N/A,1481,Jared Leto,829,Mr. Nobody,Romance,#N/A,#N/A
#N/A,1481,Jared Leto,128,Requiem for a Dream,Drama,#N/A,#N/A
#N/A,1481,Jared Leto,438,Suicide Squad,#N/A,#N/A,#N/A
1990,1533,Jason Alexander,223,Pretty Woman,Romance,Other countries,158.75
2008,1301,Jason Bateman,179,Hancock,Drama,Other countries,55.75
2011,1301,Jason Bateman,553,Horrible Bosses,Comedy,Africa,8.75
2007,1301,Jason Bateman,959,Juno,Comedy,America,169.5
2009,1301,Jason Bateman,269,Up in the Air,Romance,America,79
2016,1301,Jason Bateman,613,Zootopia,Comedy,America,20.75
1999,1654,Jason Biggs,136,American Pie,Comedy,America,169.25
2001,1654,Jason Biggs,221,American Pie 2,Comedy,America,87.5
2012,1654,Jason Biggs,215,American Reunion,Comedy,America,181.75
2003,1654,Jason Biggs,327,American Wedding,Comedy,America,28.75
2015,438,Jason Clarke,871,Everest,Biography,America,74
2012,438,Jason Clarke,581,Lawless,Drama,Other countries,48.75
2009,438,Jason Clarke,450,Public Enemies,Biography,America,38.25
2015,438,Jason Clarke,236,Terminator Genisys,#N/A,Asia,67.5
2013,438,Jason Clarke,901,White House Down,Drama,America,153.25
2009,36,Jason Cope,528,District 9,#N/A,Asia,66.75
2010,266,Jason Flemyng,969,Clash of the Titans,#N/A,Asia,29.25
1998,266,Jason Flemyng,715,"Lock, Stock and Two Smoking Barrels",Comedy,Asia,10.25
2000,1738,Jason Isaacs,206,The Patriot,Drama,America,99.75
2004,142,Jason Lee,505,The Incredibles,Animation,Africa,8.75
2015,1116,Jason Mitchell,40,Straight Outta Compton,Biography,America,34
1996,1509,Jason Patric,406,Sleepers,Drama,America,95.25
1968,994,Jason Robards,561,C'era una volta il West,#N/A,America,24
1999,994,Jason Robards,992,Magnolia,Drama,America,116.75
2009,1325,Jason Schwartzman,240,Fantastic Mr. Fox,Comedy,America,54.5
2007,1325,Jason Schwartzman,883,The Darjeeling Limited,Comedy,America,100
2011,1091,Jason Segel,867,Bad Teacher,Romance,Asia,32.5
#N/A,1091,Jason Segel,931,Despicable Me,Comedy,#N/A,#N/A
2008,1091,Jason Segel,170,Forgetting Sarah Marshall,Romance,America,122.5
2009,1091,Jason Segel,159,"I Love You, Man",Romance,Other countries,28
2006,688,Jason Statham,797,Crank,#N/A,Europe,38.75
2008,688,Jason Statham,842,Death Race,#N/A,Europe,14.25
2015,688,Jason Statham,411,Furious Seven,#N/A,America,91
1998,688,Jason Statham,715,"Lock, Stock and Two Smoking Barrels",Comedy,Asia,10.25
2000,688,Jason Statham,704,Snatch,Comedy,America,74
2015,688,Jason Statham,611,Spy,Comedy,Asia,13.5
#N/A,688,Jason Statham,47,The Bank Job,#N/A,#N/A,#N/A
2010,688,Jason Statham,26,The Expendables,#N/A,America,73.5
2002,688,Jason Statham,907,The Transporter,#N/A,America,177.5
#N/A,688,Jason Statham,486,Transporter 2,#N/A,#N/A,#N/A
2011,307,Jason Sudeikis,553,Horrible Bosses,Comedy,Africa,8.75
2013,307,Jason Sudeikis,158,We're the Millers,Comedy,America,60.25
2007,1751,Javier Bardem,997,No Country for Old Men,Drama,America,112
2012,1751,Javier Bardem,846,Skyfall,#N/A,America,79.25
2008,1751,Javier Bardem,384,Vicky Cristina Barcelona,Romance,Asia,30.5
2010,493,Jay Baruchel,91,How to Train Your Dragon,Animation,Asia,15.25
2014,493,Jay Baruchel,252,How to Train Your Dragon 2,Animation,America,86.25
2004,493,Jay Baruchel,135,Million Dollar Baby,Sport,Europe,19.25
2013,493,Jay Baruchel,13,This Is the End,Comedy,America,114.25
1994,1364,Jaye Davidson,386,Stargate,#N/A,America,168.5
#N/A,1505,Jean Dujardin,682,The Artist,Romance,#N/A,#N/A
1952,1678,Jean Hagen,579,Singin' in the Rain,Romance,America,30.5
1998,111,Jean Reno,415,Godzilla,#N/A,America,37.25
1994,111,Jean Reno,905,Léon,Drama,America,43
1998,111,Jean Reno,798,Ronin,#N/A,America,154.25
2006,111,Jean Reno,792,The Da Vinci Code,#N/A,America,121.75
2012,324,Jean-Claude Van Damme,335,The Expendables 2,#N/A,Europe,23.75
2008,331,Jeanette Hain,953,The Reader,Romance,Other countries,69
#N/A,1639,Jeanne Bates,212,Mulholland Dr.,Drama,#N/A,#N/A
1995,1071,Jeanne Tripplehorn,358,Waterworld,#N/A,Asia,61.5
1994,1427,Jeff Anderson,794,Clerks,Comedy,America,164.5
2016,1037,Jeff Bridges,602,Hell or High Water,Drama,America,110.5
2008,1037,Jeff Bridges,172,Iron Man,#N/A,America,69.25
2001,1037,Jeff Bridges,181,K-PAX,Drama,Asia,28.75
1998,1037,Jeff Bridges,497,The Big Lebowski,Comedy,Europe,12.5
2010,1037,Jeff Bridges,844,Tron,#N/A,America,62.25
2010,1037,Jeff Bridges,995,True Grit,Drama,Other countries,143.75
1985,1519,Jeff Cohen,803,The Goonies,Comedy,Asia,12.25
1978,1529,Jeff Conaway,601,Grease,Romance,America,184.5
